"","Tm","Player","Age","Pos","Born","College","From","To","G","MP","PTS","TRB","AST","STL","BLK","FG%","2P%","3P%","FT%","WS","WS/48","Draft.Year","Pick.Number"
"409","DAL","Justin Anderson\anderju01",21.223,"G","us","University of Virginia",2016,2018,140,14.3,5.6,2.9,0.7,0.5,0.4,0.415,0.518,0.294,0.791,-0.722447957191981,0.077,2015,21
"410","DAL","Cherokee Parks\parksch02",22.265,"C-F","us","Duke University",1996,2004,472,15.8,4.4,3.6,0.6,0.4,0.6,0.47,0.475,0.211,0.63,-0.456596840013961,0.076,1995,12
"411","ORL","Brian Evans\evansbr01",22.292,"F","us","Indiana University",1997,1999,102,10.8,3.7,1.6,0.8,0.3,0.2,0.381,0.396,0.343,0.82,-0.768817338095124,0.076,1996,27
"412","LAC","Quentin Richardson\richaqu01",20.081,"G","us","DePaul University",2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,0.192574492630041,0.076,2000,18
"413","GSW","Marco Belinelli\belinma01",21.1,"G-F","it",NA,2008,2018,673,23.2,9.7,2.1,1.7,0.6,0.1,0.424,0.46,0.377,0.838,-0.0609114563071408,0.076,2007,18
"414","IND","Jerryd Bayless\bayleje01",19.315,"G","us","University of Arizona",2009,2018,535,21.5,8.6,2.1,2.9,0.6,0.1,0.415,0.437,0.367,0.825,-0.255662856100341,0.076,2008,11
"415","SAC","Omri Casspi\casspom01",21.008,"F","il",NA,2010,2018,524,21.1,8.2,4.1,1.2,0.6,0.2,0.448,0.493,0.37,0.676,-0.277301900521808,0.076,2009,23
"416","MIN","Derrick Williams\willide02",20.034,"F","us","University of Arizona",2012,2017,426,20.8,8.9,4,0.7,0.5,0.3,0.434,0.484,0.3,0.71,-0.385497122629142,0.076,2011,2
"417","PHO","Markieff Morris\morrima02",21.299,"F","us","University of Kansas",2012,2018,469,26.2,11.8,5.5,1.7,0.9,0.6,0.447,0.475,0.333,0.775,-0.224749935498246,0.076,2011,13
"418","MIN","Donatas Motiejunas\motiedo01",20.281,"F-C","lt",NA,2013,2017,248,18.4,7.4,3.8,1.1,0.5,0.3,0.469,0.529,0.3,0.6,-0.598796274783599,0.076,2011,20
"419","MIL","Glenn Robinson\robingl01",21.175,"F","us","Purdue University",1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,0.459,0.48,0.34,0.82,0.408964936844708,0.075,1994,1
"420","DEN","Tyronn Lue\luety01",21.057,"G","us","University of Nebraska",1999,2009,554,22.7,8.5,1.7,3.1,0.5,0,0.437,0.456,0.391,0.829,-0.212384767257408,0.075,1998,23
"421","LAL","Devean George\georgde01",21.31,"G-F","us","Augsburg College",2000,2010,630,18.5,5.6,3.1,0.9,0.7,0.4,0.392,0.421,0.343,0.721,-0.258754148160551,0.075,1999,23
"422","DEN","Jarrett Jack\jackja01",21.249,"G","us","Georgia Institute of Technology",2006,2018,832,28,10.9,2.9,4.5,0.8,0.1,0.44,0.47,0.345,0.854,0.310043590918003,0.075,2005,22
"423","ORL","Victor Oladipo\oladivi01",21.059,"G","us","Indiana University",2014,2018,319,33.3,16.6,4.4,3.7,1.5,0.5,0.438,0.472,0.357,0.797,-0.311306113184113,0.075,2013,2
"424","DET","Kentavious Caldwell-Pope\caldwke01",20.134,"G","us","University of Georgia",2014,2018,338,30.5,11.8,3.1,1.6,1.2,0.2,0.406,0.461,0.336,0.779,-0.326762573485161,0.075,2013,8
"425","LAC","Reggie Bullock\bullore01",22.109,"G-F","us","University of North Carolina",2014,2018,162,11.6,3.1,1.6,0.5,0.4,0.1,0.397,0.465,0.348,0.766,-0.731721833372609,0.075,2013,25
"426","BOS","Jaylen Brown\brownja02",19.247,"F-G","us","University of California",2017,2018,108,21.1,8.8,3.7,0.9,0.6,0.3,0.46,0.51,0.367,0.649,-0.710082788951142,0.075,2016,3
"427","DEN","Donovan Mitchell\mitchdo01",20.293,"G","us","University of Louisville",2018,2018,30,30.4,18.1,3,3.4,1.4,0.4,0.426,0.464,0.37,0.841,-0.778091214275752,0.075,2017,13
"428","ATL","Jumaine Jones\jonesju01",20.145,"F","us","University of Georgia",2000,2007,471,20.8,7.1,4.2,0.9,0.7,0.3,0.424,0.474,0.349,0.704,-0.354584202027046,0.074,1999,27
"429","BOS","Jerome Moiso\moisoje01",22.019,"F-C","fr","University of California Los Angeles",2001,2005,145,9.6,2.7,2.7,0.3,0.3,0.5,0.489,0.494,0,0.593,-0.756452169854285,0.074,2000,11
"430","LAL","Mark Madsen\madsema01",24.158,"F","us","Stanford University",2001,2009,453,11.8,2.2,2.6,0.4,0.3,0.2,0.457,0.465,0.063,0.527,-0.567883354181504,0.074,2000,29
"431","WAS","Kwame Brown\brownkw01",19.114,"F","us",NA,2002,2013,607,22.1,6.6,5.5,0.9,0.5,0.6,0.492,0.493,0.111,0.57,-0.178380554595103,0.074,2001,1
"432","BOS","Kedrick Brown\brownke01",20.106,"G","us","Okaloosa-Walton Community College",2002,2005,143,13.5,3.6,2.4,0.7,0.6,0.2,0.405,0.471,0.274,0.64,-0.7286305413124,0.074,2001,11
"433","HOU","Bostjan Nachbar\nachbbo01",21.363,"F","si",NA,2003,2008,317,17.8,7.1,2.6,0.9,0.4,0.3,0.406,0.433,0.375,0.784,-0.552426893880456,0.074,2002,15
"434","SAC","Francisco Garcia\garcifr01",23.185,"F-G","do","University of Louisville",2006,2015,549,21.6,7.9,2.6,1.4,0.8,0.7,0.427,0.484,0.357,0.799,-0.258754148160551,0.074,2005,23
"435","BOS","Jeff Green\greenje02",20.309,"F","us","Georgetown University",2008,2018,735,30.7,13.4,4.7,1.6,0.8,0.5,0.437,0.475,0.333,0.794,0.248217749713812,0.074,2007,5
"436","TOR","Terrence Ross\rosste01",21.149,"F-G","us","University of Washington",2013,2018,409,23.9,9.6,2.6,1,0.8,0.3,0.422,0.476,0.371,0.797,-0.357675494087256,0.074,2012,8
"437","DEN","Doug McDermott\mcderdo01",22.18,"F","us","Creighton University",2015,2018,212,20.8,8.1,2.4,0.7,0.2,0.1,0.452,0.491,0.397,0.828,-0.611161443024437,0.074,2014,11
"438","GSW","Victor Alexander\alexavi01",21.304,"C-F","us","Iowa State University",1992,2002,286,20.1,8.9,4.8,0.9,0.5,0.6,0.518,0.525,0.286,0.634,-0.549335601820247,0.073,1991,17
"439","IND","Al Harrington\harrial01",18.132,"F","us",NA,1999,2014,981,28.6,13.5,5.6,1.7,0.9,0.3,0.444,0.474,0.352,0.727,0.492429822470365,0.073,1998,25
"440","CHI","Chris Mihm\mihmch01",20.353,"C","us","University of Texas at Austin",2001,2009,436,20.1,7.5,5.3,0.5,0.3,1,0.459,0.46,0.231,0.704,-0.410227459110818,0.073,2000,7
"441","CLE","DeSagana Diop\diopde01",19.153,"C","sn",NA,2002,2013,601,14,2,3.7,0.4,0.4,1,0.427,0.429,0.167,0.467,-0.425683919411866,0.073,2001,8
"442","NJN","Sean Williams\willise01",20.293,"C-F","us","Boston College",2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,-0.7286305413124,0.073,2007,17
"443","UTA","Alec Burks\burksal01",19.343,"G","us","University of Colorado",2012,2018,330,21.8,10.1,3,1.7,0.6,0.2,0.429,0.447,0.363,0.759,-0.481327176495637,0.073,2011,12
"444","PHI","Maurice Harkless\harklma01",19.053,"F-G","us","St. John's University",2013,2018,381,23.2,7.3,3.7,0.9,1,0.6,0.468,0.535,0.311,0.602,-0.407136167050608,0.073,2012,15
"445","CHO","Frank Kaminsky\kaminfr01",22.087,"F-C","us","University of Wisconsin",2016,2018,182,23.4,9.6,4.2,1.6,0.5,0.5,0.404,0.456,0.33,0.746,-0.623526611265276,0.073,2015,9
"446","POR","Alaa Abdelnaby\abdelal01",22.008,"F-C","eg","Duke University",1991,1995,256,12.5,5.7,3.3,0.3,0.3,0.3,0.502,0.503,0,0.701,-0.672987284228628,0.072,1990,25
"447","LAL","Anthony Peeler\peelean01",22.217,"G","us","University of Missouri",1993,2005,827,24.7,9.7,2.6,2.4,0.9,0.2,0.427,0.449,0.384,0.799,0.127657359365641,0.072,1992,15
"448","NYK","Monty Williams\willimo01",22.27,"F","us","University of Notre Dame",1995,2003,456,16.7,6.3,2.8,1.2,0.6,0.3,0.481,0.487,0.111,0.665,-0.468962008254799,0.072,1994,24
"449","CHI","Jason Caffey\caffeja01",22.021,"F","us","University of Alabama",1996,2003,462,19.6,7.3,4.4,0.9,0.5,0.2,0.481,0.483,0,0.637,-0.404044874990399,0.072,1995,20
"450","GSW","Anthony Randolph\randoan01",18.351,"F","de","Louisiana State University",2009,2014,252,15.2,7.1,4.3,0.7,0.6,0.9,0.453,0.466,0.241,0.74,-0.642074363626533,0.072,2008,14
"451","IND","Solomon Hill\hillso01",22.107,"F","us","University of Arizona",2014,2017,249,23.5,6.4,3.3,1.6,0.7,0.3,0.4,0.447,0.336,0.822,-0.552426893880456,0.072,2013,23
"452","CHH","Noah Vonleh\vonleno01",18.311,"F","us","Indiana University",2015,2018,199,15.7,4,4.6,0.4,0.3,0.4,0.454,0.474,0.291,0.686,-0.676078576288838,0.072,2014,9
"453","PHO","Georgios Papagiannis\papagge01",18.36,"C","gr",NA,2017,2018,27,14.4,5.2,3.5,0.8,0.1,0.7,0.571,0.582,0,0.857,-0.802821550757428,0.072,2016,13
"454","IND","T.J. Leaf\leaftj01",20.058,"F","il","University of California Los Angeles",2018,2018,25,9.7,3.3,1.7,0.2,0.2,0.1,0.459,0.451,0.478,0.429,-0.809004134877848,0.072,2017,18
"455","BOS","Eric Williams\willier01",22.351,"F","us","Providence College",1996,2007,658,23.9,8.6,3.3,1.4,0.8,0.2,0.415,0.433,0.318,0.736,-0.104189545150074,0.071,1995,14
"456","LAL","Sam Jacobson\jacobsa01",22.343,"G-F","us","University of Minnesota",1999,2001,68,11.1,4.2,1.2,0.5,0.5,0,0.511,0.529,0.36,0.739,-0.787365090456381,0.071,1998,26
"457","ATL","John Jenkins\jenkijo01",21.12,"G","us","Vanderbilt University",2013,2017,145,12.8,5.1,1.5,0.8,0.2,0.1,0.448,0.513,0.364,0.849,-0.737904417493028,0.071,2012,23
"458","UTA","Trey Lyles\lylestr01",19.237,"F","ca","University of Kentucky",2016,2018,175,16.6,6.3,3.5,0.8,0.4,0.3,0.414,0.446,0.364,0.709,-0.688443744529676,0.071,2015,12
"459","BOS","Ante Zizic\zizican01",19.175,"F-C","hr",NA,2018,2018,11,3.5,1.2,1.2,0.1,0,0.3,0.364,0.364,NA,0.714,-0.818278011058476,0.071,2016,23
"460","SAC","Anthony Bonner\bonnean01",22.024,"F","us","Saint Louis University",1991,1996,318,23.2,6.9,5.4,1.4,1.1,0.3,0.468,0.471,0.125,0.59,-0.487509760616056,0.07,1990,23
"461","MIN","Luc Longley\longllu01",22.163,"C","au","University of New Mexico",1992,2001,567,21.2,7.2,4.9,1.5,0.5,1,0.462,0.463,0,0.76,-0.280393192582018,0.07,1991,7
"462","IND","Malik Sealy\sealyma01",22.149,"G","us","St. John's University",1993,2000,493,23.8,10.1,3.2,1.7,1.1,0.3,0.426,0.445,0.292,0.809,-0.292758360822856,0.07,1992,14
"463","ORL","Michael Doleac\doleami01",21.014,"C","us","University of Utah",1999,2008,587,15,4.9,3.3,0.6,0.3,0.4,0.439,0.44,0.125,0.791,-0.428775211472075,0.07,1998,12
"464","LAC","Brian Skinner\skinnbr01",22.041,"F","us","Baylor University",1999,2012,608,17.9,4.7,4.7,0.5,0.4,0.9,0.494,0.494,0.333,0.566,-0.33294515760558,0.07,1998,22
"465","SAC","Spencer Hawes\hawessp01",19.065,"C-F","us","University of Washington",2008,2017,684,22.7,8.7,5.7,1.9,0.4,1,0.457,0.482,0.35,0.716,-0.122737297511331,0.07,2007,10
"466","NYK","Wilson Chandler\chandwi01",20.054,"F","us","DePaul University",2008,2018,541,31,13.8,5.4,1.8,0.7,0.6,0.444,0.495,0.339,0.772,-0.06709404042756,0.07,2007,23
"467","HOU","Aaron Brooks\brookaa01",22.17,"G","us","University of Oregon",2008,2018,625,21.3,9.9,1.7,3.1,0.6,0.1,0.413,0.442,0.371,0.838,-0.224749935498246,0.07,2007,26
"468","MEM","Jordan Adams\adamsjo01",19.358,"G","us","University of California Los Angeles",2015,2016,32,8.2,3.2,0.9,0.6,0.6,0.2,0.402,0.409,0.385,0.607,-0.809004134877848,0.07,2014,22
"469","ORL","Jonathan Isaac\isaacjo01",19.267,"F","us","Florida State University",2018,2018,12,19.9,6.1,4.4,0.8,0.7,1.3,0.459,0.523,0.294,0.857,-0.812095426938057,0.07,2017,6
"470","LAC","LeRon Ellis\ellisle02",22.064,"F-C","us","Syracuse University",1992,1996,91,9.4,3,2.4,0.3,0.3,0.4,0.433,0.433,NA,0.613,-0.784273798396171,0.069,1991,22
"471","MIL","Todd Day\dayto01",22.174,"G-F","us","University of Arkansas",1993,2001,483,25.3,12.3,3.4,1.5,1.1,0.6,0.406,0.435,0.345,0.739,-0.280393192582018,0.069,1992,8
"472","CHI","Byron Houston\houstby01",22.22,"F","us","Oklahoma State University",1993,1996,214,12.5,3.9,3,0.5,0.5,0.4,0.456,0.468,0.256,0.676,-0.700808912770514,0.069,1992,27
"473","MIA","Khalid Reeves\reevekh01",21.354,"G","us","University of Arizona",1995,2000,277,21.1,7.8,2.1,3.2,0.8,0.1,0.416,0.446,0.363,0.744,-0.561700770061085,0.069,1994,12
"474","GSW","Adonal Foyle\foylead01",22.114,"C","vc","Colgate University",1998,2009,733,17.8,4.1,4.7,0.5,0.4,1.6,0.477,0.477,0,0.499,-0.243297687859503,0.069,1997,8
"475","PHI","Larry Hughes\hughela01",19.157,"G","us","Saint Louis University",1999,2012,727,30.8,14.1,4.2,3.1,1.5,0.4,0.406,0.428,0.309,0.757,0.177118032328993,0.069,1998,8
"476","NYK","Donnell Harvey\harvedo01",19.311,"F","us","University of Florida",2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.464,0.1,0.659,-0.676078576288838,0.069,2000,22
"477","SAS","John Salmons\salmojo01",22.202,"G","us","University of Miami",2003,2015,895,26.4,9.3,2.9,2.4,0.8,0.3,0.431,0.457,0.366,0.799,0.226578705292346,0.069,2002,26
"478","GSW","Ekpe Udoh\udohek01",23.041,"C-F","us","Baylor University",2011,2018,297,16.8,3.9,3.1,0.7,0.5,1.2,0.433,0.434,0,0.723,-0.598796274783599,0.069,2010,6
"479","LAC","Al-Farouq Aminu\aminual01",19.281,"F","us","Wake Forest University",2011,2018,536,24.2,7.3,5.7,1.2,0.9,0.6,0.427,0.466,0.334,0.726,-0.240206395799294,0.069,2010,8
"480","DAL","Jordan Hamilton\hamiljo02",20.265,"G-F","us","University of Texas at Austin",2012,2016,151,13.9,5.9,2.8,0.8,0.5,0.2,0.408,0.451,0.357,0.67,-0.7286305413124,0.069,2011,26
"481","DET","Lindsey Hunter\hunteli01",22.215,"G","us","Jackson State University",1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,0.388,0.405,0.36,0.746,0.19566578469025,0.068,1993,10
"482","MIL","T.J. Ford\fordtj01",20.099,"G","us","University of Texas at Austin",2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,0.433,0.45,0.289,0.815,-0.298940944943275,0.068,2003,8
"483","CHA","Sean May\mayse01",21.09,"F","us","University of North Carolina",2006,2010,119,15.7,6.9,4,1,0.4,0.4,0.458,0.462,0.231,0.746,-0.740995709553238,0.068,2005,13
"484","LAL","Jordan Farmar\farmajo01",19.215,"G","us","University of California Los Angeles",2007,2017,504,19.5,7.7,1.9,2.9,0.8,0.1,0.423,0.463,0.374,0.739,-0.391679706749561,0.068,2006,26
"485","MIA","Jason Smith\smithja02",21.123,"F-C","us","Colorado State University",2008,2018,575,16.8,6.3,3.5,0.7,0.4,0.7,0.47,0.479,0.341,0.78,-0.39477099880977,0.068,2007,20
"486","PHO","Skal Labissiere\labissk01",20.102,"F","ht","University of Kentucky",2017,2018,59,17.7,8.2,4.5,0.8,0.5,0.5,0.494,0.497,0.412,0.735,-0.774999922215543,0.068,2016,28
"487","DET","Don MacLean\macledo01",22.165,"F","us","University of California Los Angeles",1993,2001,319,20.9,10.9,3.8,1.3,0.4,0.2,0.455,0.467,0.284,0.765,-0.53078784945899,0.067,1992,19
"488","NYK","John Thomas\thomajo02",21.296,"F","us","University of Minnesota",1998,2006,208,10.8,2.7,2.1,0.3,0.3,0.2,0.502,0.505,0,0.591,-0.722447957191981,0.067,1997,25
"489","SEA","Vladimir Stepania\stepavl01",22.052,"C","ge",NA,1999,2004,270,13.8,4.1,4.4,0.3,0.4,0.5,0.425,0.429,0.133,0.536,-0.66062211598779,0.067,1998,27
"490","CHA","Raymond Felton\feltora01",21.007,"G","us","University of North Carolina",2006,2018,885,31.2,11.7,3.1,5.6,1.2,0.2,0.413,0.445,0.328,0.788,0.365686848001774,0.067,2005,5
"491","MIN","Luke Babbitt\babbilu01",21.009,"F","us","University of Nevada Reno",2011,2018,357,14.3,4.9,2.3,0.6,0.2,0.2,0.413,0.416,0.411,0.742,-0.598796274783599,0.067,2010,16
"492","BOS","Marcus Smart\smartma01",20.117,"G","us","Oklahoma State University",2015,2018,237,28.6,9.2,3.8,3.9,1.5,0.4,0.353,0.41,0.291,0.758,-0.52769655739878,0.067,2014,6
"493","ORL","Stanley Roberts\roberst01",21.144,"C","us","Louisiana State University",1992,2000,300,19.6,8.5,5.2,0.6,0.4,1.3,0.499,0.499,0,0.514,-0.570974646241714,0.066,1991,23
"494","NJN","Rex Walters\waltere01",23.116,"G","us","University of Kansas",1994,2000,335,13.7,4.6,1.2,1.7,0.4,0.1,0.441,0.495,0.361,0.809,-0.626617903325485,0.066,1993,16
"495","NOH","Darrell Arthur\arthuda01",20.098,"F","us","University of Kansas",2009,2018,488,18.1,6.6,3.6,0.8,0.6,0.6,0.443,0.459,0.347,0.766,-0.447322963833332,0.066,2008,27
"496","MIA","Willie Burton\burtowi01",22.037,"F-G","us","University of Minnesota",1991,1999,316,21.1,10.3,2.9,1.2,0.6,0.4,0.424,0.439,0.345,0.786,-0.540061725639618,0.065,1990,9
"497","BOS","Gerald Green\greenge01",19.158,"G-F","us",NA,2006,2017,544,19.5,9.6,2.4,1,0.5,0.3,0.42,0.463,0.361,0.814,-0.376223246448513,0.065,2005,18
"498","ATL","Kelly Oubre\oubreke01",19.203,"F","us","University of Kansas",2016,2018,171,18,6.2,3.2,0.5,0.6,0.2,0.418,0.489,0.318,0.75,-0.691535036589885,0.065,2015,15
"499","CLE","Vitaly Potapenko\potapvi01",21.103,"C","ua","Wright State University",1997,2007,610,19,6.5,4.5,0.7,0.4,0.3,0.479,0.479,0.167,0.694,-0.342219033786208,0.064,1996,12
"500","NYK","Walter McCarty\mccarwa01",22.151,"F","us","University of Kentucky",1997,2006,593,17.5,5.2,2.6,1.1,0.6,0.3,0.392,0.433,0.346,0.698,-0.39786229086998,0.064,1996,19
"501","HOU","Jason Collins\collija04",22.213,"C","us","Stanford University",2002,2014,735,20.4,3.6,3.7,0.9,0.5,0.5,0.411,0.414,0.206,0.647,-0.20001959901657,0.064,2001,18
"502","CHI","Rodney Carney\carnero01",22.079,"F","us","University of Memphis",2007,2011,299,15.4,5.9,2,0.4,0.5,0.3,0.422,0.471,0.338,0.704,-0.629709195385695,0.064,2006,16
"503","MEM","Greivis Vasquez\vasqugr01",23.165,"G","ve","University of Maryland",2011,2017,401,23.7,9,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.817,-0.431866503532285,0.064,2010,28
"504","CHI","Tony Snell\snellto01",21.235,"G-F","us","University of New Mexico",2014,2018,316,22.2,6.3,2.5,1,0.5,0.2,0.425,0.48,0.382,0.808,-0.533879141519199,0.064,2013,20
"505","GSW","Clifford Rozier\roziecl01",21.246,"C-F","us","University of Louisville",1995,1998,173,17.2,4.8,5.2,0.6,0.5,0.7,0.496,0.501,0.182,0.465,-0.700808912770514,0.063,1994,16
"506","ORL","Keyon Dooling\doolike01",20.056,"G","us","University of Missouri",2001,2013,728,19.4,7,1.3,2.2,0.6,0.1,0.416,0.443,0.349,0.799,-0.249480271979922,0.063,2000,10
"507","CHA","Gerald Henderson\hendege02",21.204,"G","us","Duke University",2010,2017,535,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,-0.255662856100341,0.063,2009,12
"508","POR","Chris Anstey\anstech01",22.181,"C","au",NA,1998,2000,155,13.9,5.2,3.4,0.8,0.5,0.4,0.413,0.424,0.138,0.755,-0.734813125432819,0.062,1997,18
"509","MIN","O.J. Mayo\mayooj01",20.239,"G","us","University of Southern California",2009,2016,547,30.9,13.8,3.1,2.9,1,0.3,0.429,0.459,0.373,0.82,-0.147467633993008,0.062,2008,3
"510","LAL","Julius Randle\randlju01",19.214,"F-C","us","University of Kentucky",2015,2018,183,27.5,12.2,8.9,2.5,0.6,0.5,0.469,0.484,0.26,0.707,-0.620435319205066,0.062,2014,7
"511","LAC","Brice Johnson\johnsbr02",22.002,"F","us","University of North Carolina",2017,2018,11,3.9,1.6,1.3,0.2,0.6,0.2,0.471,0.5,0,1,-0.818278011058476,0.062,2016,25
"512","MIN","Isaiah Rider\rideris01",22.116,"G","us","University of Nevada Las Vegas",1994,2002,563,31.7,16.7,3.8,2.7,0.7,0.2,0.443,0.471,0.352,0.812,-0.116554713390912,0.061,1993,5
"513","HOU","Michael Dickerson\dickemi01",23.005,"G-F","us","University of Arizona",1999,2003,212,35.3,15.4,2.9,2.6,1,0.4,0.432,0.442,0.402,0.784,-0.524605265338571,0.061,1998,14
"514","CHH","Ricky Davis\davisri01",18.279,"G","us","University of Iowa",1999,2010,736,29.8,13.5,3.5,3.3,1,0.3,0.446,0.466,0.361,0.781,0.0441924737399832,0.061,1998,21
"515","ATL","Cal Bowdler\bowdlca01",22.096,"F","us","Old Dominion University",2000,2002,142,9.7,3,1.9,0.2,0.3,0.3,0.404,0.411,0.182,0.768,-0.765726046034914,0.061,1999,17
"516","SAC","Dan Dickau\dickada01",23.289,"G","us","Gonzaga University",2003,2008,300,15.4,5.8,1.4,2.5,0.5,0,0.401,0.432,0.341,0.831,-0.638983071566323,0.061,2002,28
"517","POR","Travis Outlaw\outlatr01",18.285,"F","us",NA,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,0.423,0.447,0.337,0.744,-0.311306113184113,0.061,2003,23
"518","UTA","Kirk Snyder\snydeki01",21.025,"G","us","University of Nevada Reno",2005,2008,211,16.8,6.3,2.3,1.1,0.4,0.3,0.438,0.475,0.327,0.699,-0.682261160409257,0.061,2004,16
"519","TOR","Joey Graham\grahajo01",23.023,"F","us","Oklahoma State University",2006,2011,377,16.2,5.9,2.8,0.5,0.4,0.1,0.483,0.503,0.3,0.815,-0.580248522422342,0.061,2005,16
"520","NOK","Julian Wright\wrighju01",20.044,"F","us","University of Kansas",2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,-0.700808912770514,0.061,2007,13
"521","ATL","Dennis Schroder\schrode01",19.29,"G","de",NA,2014,2018,312,22.8,12.1,2.4,4.6,0.8,0.1,0.435,0.47,0.329,0.823,-0.543153017699828,0.061,2013,17
"522","PHI","Elfrid Payton\paytoel01",20.129,"G","us","University of Louisiana at Lafayette",2015,2018,258,29.6,10.8,4.2,6.4,1.3,0.3,0.449,0.471,0.298,0.605,-0.518422681218151,0.061,2014,10
"523","SAC","Lionel Simmons\simmoli01",21.23,"F","us","La Salle University",1991,1997,454,29.7,12.8,6.2,3.3,1.1,0.8,0.433,0.436,0.305,0.771,-0.298940944943275,0.06,1990,7
"524","SAC","Pete Chilcutt\chilcpe01",22.29,"F-C","us","University of North Carolina",1992,2000,584,14.4,4.3,3.3,0.8,0.5,0.4,0.441,0.457,0.381,0.696,-0.493692344736475,0.06,1991,27
"525","LAC","Chris Kaman\kamanch01",21.064,"C","us","Central Michigan University",2004,2016,735,26.7,11.2,7.6,1.3,0.4,1.3,0.489,0.49,0.042,0.743,-0.0609114563071408,0.06,2003,6
"526","IND","Shawne Williams\willish03",20.137,"F","us","University of Memphis",2007,2015,314,17.1,5.6,3,0.7,0.4,0.5,0.403,0.469,0.339,0.755,-0.614252735084647,0.06,2006,17
"527","CLE","Shannon Brown\brownsh01",20.216,"G","us","Michigan State University",2007,2015,408,18,7.6,1.9,1.1,0.7,0.2,0.42,0.456,0.332,0.807,-0.536970433579409,0.06,2006,25
"528","BOS","Terry Rozier\roziete01",21.105,"G","us","University of Louisville",2016,2018,145,16,5.3,3,1.6,0.6,0.1,0.358,0.381,0.328,0.783,-0.731721833372609,0.06,2015,16
"529","SAS","Derrick White\whitede01",22.361,"G","us","University of Colorado",2018,2018,7,6.7,1.3,1.3,0.4,0.4,0.3,0.429,0.429,NA,0.5,-0.818278011058476,0.06,2017,29
"530","DAL","Jim Jackson\jacksji01",21.259,"G","us","Ohio State University",1993,2006,885,32.8,14.3,4.7,3.2,0.8,0.2,0.428,0.445,0.365,0.825,0.285313254436327,0.059,1992,4
"531","PHI","Jiri Welsch\welscji01",22.156,"G","cz",NA,2003,2006,247,18.6,6.1,2.4,1.5,0.8,0.1,0.403,0.425,0.343,0.752,-0.645165655686742,0.059,2002,16
"532","IND","Caris LeVert\leverca01",21.308,"G-F","us","University of Michigan",2017,2018,85,23.3,9.2,3.4,2.5,1,0.2,0.436,0.531,0.313,0.712,-0.747178293673657,0.059,2016,20
"533","MIN","Lauri Markkanen\markkla01",20.036,"F","fi","University of Arizona",2018,2018,25,30.7,14.7,8.1,1.3,0.5,0.6,0.401,0.471,0.335,0.839,-0.79045638251659,0.059,2017,7
"534","BOS","Antoine Walker\walkean02",19.323,"F","us","University of Kentucky",1997,2008,893,35.3,17.5,7.7,3.5,1.2,0.5,0.414,0.45,0.325,0.633,0.356412971821146,0.058,1996,6
"535","DEN","Efthimi Rentzias\rentzef01",20.172,"C","gr",NA,2003,2003,35,4.1,1.5,0.7,0.2,0.2,0.1,0.339,0.314,0.5,0.889,-0.815186718998267,0.058,1996,23
"536","UTA","Jacque Vaughn\vaughja01",22.14,"G","us","University of Kansas",1998,2009,776,16.3,4.5,1.3,2.5,0.5,0,0.429,0.437,0.352,0.779,-0.345310325846418,0.058,1997,27
"537","BOS","Randy Foye\foyera01",22.283,"G","us","Villanova University",2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,-0.0949156689694457,0.058,2006,7
"538","BOS","Avery Bradley\bradlav01",19.215,"G","us","University of Texas at Austin",2011,2018,441,28.3,12.4,3,1.7,1.1,0.2,0.441,0.473,0.37,0.777,-0.354584202027046,0.058,2010,19
"539","ORL","Domantas Sabonis\sabondo01",20.056,"F-C","us","Gonzaga University",2017,2018,108,21.1,7.4,4.8,1.3,0.4,0.4,0.446,0.484,0.327,0.705,-0.734813125432819,0.058,2016,11
"540","ORL","Brooks Thompson\thompbr01",23.351,"G","us","Oklahoma State University",1995,1998,168,10.2,4.5,0.9,1.7,0.5,0,0.409,0.456,0.376,0.647,-0.759543461914495,0.057,1994,27
"541","MEM","Jamaal Tinsley\tinslja01",23.125,"G","us","Iowa State University",2002,2014,547,26.4,8.5,2.9,6.1,1.4,0.3,0.393,0.432,0.299,0.716,-0.289667068762646,0.057,2001,27
"542","MEM","Marcus Banks\banksma01",21.224,"G","us","University of Nevada Las Vegas",2004,2011,348,16,5.9,1.5,2.1,0.8,0.2,0.432,0.462,0.327,0.768,-0.617344027144857,0.057,2003,13
"543","IND","David Harrison\harrida01",21.319,"C","us","University of Colorado",2005,2008,189,14.2,5,2.9,0.2,0.3,1,0.53,0.53,NA,0.525,-0.722447957191981,0.057,2004,29
